NUM;Fecha;0;1;2;3;4
341;2018-04-24 08:30:00;23.1414790997;23.1411764706;23.2658092176;23.2708779443;23.0815450644
342;2018-04-24 09:00:00;23.1411764706;23.2658092176;23.2708779443;23.0815450644;23.0418006431
343;2018-04-24 09:30:00;23.2658092176;23.2708779443;23.0815450644;23.0418006431;23.0857449089
344;2018-04-24 10:00:00;23.2708779443;23.0815450644;23.0418006431;23.0857449089;23.0469583778
345;2018-04-24 10:30:00;23.0815450644;23.0418006431;23.0857449089;23.0469583778;23.0095948827
346;2018-04-24 11:00:00;23.0418006431;23.0857449089;23.0469583778;23.0095948827;23.0117521368
347;2018-04-24 11:30:00;23.0857449089;23.0469583778;23.0095948827;23.0117521368;23.0372736954
348;2018-04-24 12:00:00;23.0469583778;23.0095948827;23.0117521368;23.0372736954;23.0138888889
349;2018-04-24 12:30:00;23.0095948827;23.0117521368;23.0372736954;23.0138888889;23.0031982942
350;2018-04-24 13:00:00;23.0117521368;23.0372736954;23.0138888889;23.0031982942;23.0320512821
351;2018-04-24 13:30:00;23.0372736954;23.0138888889;23.0031982942;23.0320512821;23.0
352;2018-04-24 14:00:00;23.0138888889;23.0031982942;23.0320512821;23.0;23.063034188
353;2018-04-24 14:30:00;23.0031982942;23.0320512821;23.0;23.063034188;23.0031948882
354;2018-04-24 15:00:00;23.0320512821;23.0;23.063034188;23.0031948882;23.0010695187
355;2018-04-24 15:30:00;23.0;23.063034188;23.0031948882;23.0010695187;23.0063965885
356;2018-04-24 16:00:00;23.063034188;23.0031948882;23.0010695187;23.0063965885;23.0277481323
357;2018-04-24 16:30:00;23.0031948882;23.0010695187;23.0063965885;23.0277481323;23.0042643923
358;2018-04-24 17:00:00;23.0010695187;23.0063965885;23.0277481323;23.0042643923;23.0
359;2018-04-24 17:30:00;23.0063965885;23.0277481323;23.0042643923;23.0;23.0
360;2018-04-24 18:00:00;23.0277481323;23.0042643923;23.0;23.0;23.0
361;2018-04-24 18:30:00;23.0042643923;23.0;23.0;23.0;23.0244941427
362;2018-04-24 19:00:00;23.0;23.0;23.0;23.0244941427;23.0256410256
363;2018-04-24 19:30:00;23.0;23.0;23.0244941427;23.0256410256;23.0074626866
364;2018-04-24 20:00:00;23.0;23.0244941427;23.0256410256;23.0074626866;23.1173959445
365;2018-04-24 20:30:00;23.0244941427;23.0256410256;23.0074626866;23.1173959445;23.4334398296
366;2018-04-24 21:00:00;23.0256410256;23.0074626866;23.1173959445;23.4334398296;23.4487179487
367;2018-04-24 21:30:00;23.0074626866;23.1173959445;23.4334398296;23.4487179487;23.4520255864
368;2018-04-24 22:00:00;23.1173959445;23.4334398296;23.4487179487;23.4520255864;23.1792956243
369;2018-04-24 22:30:00;23.4334398296;23.4487179487;23.4520255864;23.1792956243;23.1267305644
370;2018-04-24 23:00:00;23.4487179487;23.4520255864;23.1792956243;23.1267305644;23.2241195304
371;2018-04-24 23:30:00;23.4520255864;23.1792956243;23.1267305644;23.2241195304;23.2502662407
372;2018-04-25 00:00:00;23.1792956243;23.1267305644;23.2241195304;23.2502662407;23.4012875536
373;2018-04-25 00:30:00;23.1267305644;23.2241195304;23.2502662407;23.4012875536;23.0203862661
374;2018-04-25 01:00:00;23.2241195304;23.2502662407;23.4012875536;23.0203862661;23.0171489818
375;2018-04-25 01:30:00;23.2502662407;23.4012875536;23.0203862661;23.0171489818;23.0
376;2018-04-25 02:00:00;23.4012875536;23.0203862661;23.0171489818;23.0;23.0
377;2018-04-25 02:30:00;23.0203862661;23.0171489818;23.0;23.0;23.0
378;2018-04-25 03:00:00;23.0171489818;23.0;23.0;23.0;23.0021459227
379;2018-04-25 03:30:00;23.0;23.0;23.0;23.0021459227;23.0032154341
380;2018-04-25 04:00:00;23.0;23.0;23.0021459227;23.0032154341;23.0
381;2018-04-25 04:30:00;23.0;23.0021459227;23.0032154341;23.0;23.0332261522
382;2018-04-25 05:00:00;23.0021459227;23.0032154341;23.0;23.0332261522;23.1318327974
383;2018-04-25 05:30:00;23.0032154341;23.0;23.0332261522;23.1318327974;23.4983957219
384;2018-04-25 06:00:00;23.0;23.0332261522;23.1318327974;23.4983957219;23.6342245989
385;2018-04-25 06:30:00;23.0332261522;23.1318327974;23.4983957219;23.6342245989;23.4122055675
386;2018-04-25 07:00:00;23.1318327974;23.4983957219;23.6342245989;23.4122055675;23.4871244635
387;2018-04-25 07:30:00;23.4983957219;23.6342245989;23.4122055675;23.4871244635;23.5680600214
388;2018-04-25 08:00:00;23.6342245989;23.4122055675;23.4871244635;23.5680600214;23.4839400428
389;2018-04-25 08:30:00;23.4122055675;23.4871244635;23.5680600214;23.4839400428;23.8002136752
390;2018-04-25 09:00:00;23.4871244635;23.5680600214;23.4839400428;23.8002136752;23.6988210075
391;2018-04-25 09:30:00;23.5680600214;23.4839400428;23.8002136752;23.6988210075;23.5914438503
392;2018-04-25 10:00:00;23.4839400428;23.8002136752;23.6988210075;23.5914438503;23.318036286
393;2018-04-25 10:30:00;23.8002136752;23.6988210075;23.5914438503;23.318036286;23.3429179979
394;2018-04-25 11:00:00;23.6988210075;23.5914438503;23.318036286;23.3429179979;23.1754010695
395;2018-04-25 11:30:00;23.5914438503;23.318036286;23.3429179979;23.1754010695;23.3993610224
396;2018-04-25 12:00:00;23.318036286;23.3429179979;23.1754010695;23.3993610224;23.3543223052
397;2018-04-25 12:30:00;23.3429179979;23.1754010695;23.3993610224;23.3543223052;23.318036286
398;2018-04-25 13:00:00;23.1754010695;23.3993610224;23.3543223052;23.318036286;23.2892209178
399;2018-04-25 13:30:00;23.3993610224;23.3543223052;23.318036286;23.2892209178;23.0638977636
400;2018-04-25 14:00:00;23.3543223052;23.318036286;23.2892209178;23.0638977636;23.3582089552
401;2018-04-25 14:30:00;23.318036286;23.2892209178;23.0638977636;23.3582089552;23.4076840982
402;2018-04-25 15:00:00;23.2892209178;23.0638977636;23.3582089552;23.4076840982;23.2550693703
403;2018-04-25 15:30:00;23.0638977636;23.3582089552;23.4076840982;23.2550693703;23.089456869
404;2018-04-25 16:00:00;23.3582089552;23.4076840982;23.2550693703;23.089456869;23.1695095949
405;2018-04-25 16:30:00;23.4076840982;23.2550693703;23.089456869;23.1695095949;23.1226012793
406;2018-04-25 17:00:00;23.2550693703;23.089456869;23.1695095949;23.1226012793;23.1856990395
407;2018-04-25 17:30:00;23.089456869;23.1695095949;23.1226012793;23.1856990395;23.2921108742
408;2018-04-25 18:00:00;23.1695095949;23.1226012793;23.1856990395;23.2921108742;23.1750266809
409;2018-04-25 18:30:00;23.1226012793;23.1856990395;23.2921108742;23.1750266809;23.0883919063
410;2018-04-25 19:00:00;23.1856990395;23.2921108742;23.1750266809;23.0883919063;23.0886752137
411;2018-04-25 19:30:00;23.2921108742;23.1750266809;23.0883919063;23.0886752137;23.2055378062
412;2018-04-25 20:00:00;23.1750266809;23.0883919063;23.0886752137;23.2055378062;23.1280683031
413;2018-04-25 20:30:00;23.0883919063;23.0886752137;23.2055378062;23.1280683031;23.3365282215
414;2018-04-25 21:00:00;23.0886752137;23.2055378062;23.1280683031;23.3365282215;23.1944444444
415;2018-04-25 21:30:00;23.2055378062;23.1280683031;23.3365282215;23.1944444444;23.447284345
416;2018-04-25 22:00:00;23.1280683031;23.3365282215;23.1944444444;23.447284345;23.2096256684
417;2018-04-25 22:30:00;23.3365282215;23.1944444444;23.447284345;23.2096256684;23.0991471215
418;2018-04-25 23:00:00;23.1944444444;23.447284345;23.2096256684;23.0991471215;23.1762820513
419;2018-04-25 23:30:00;23.447284345;23.2096256684;23.0991471215;23.1762820513;23.2515991471
420;2018-04-26 00:00:00;23.2096256684;23.0991471215;23.1762820513;23.2515991471;23.2109207709
421;2018-04-26 00:30:00;23.0991471215;23.1762820513;23.2515991471;23.2109207709;23.2090032154
422;2018-04-26 01:00:00;23.1762820513;23.2515991471;23.2109207709;23.2090032154;23.2944325482
423;2018-04-26 01:30:00;23.2515991471;23.2109207709;23.2090032154;23.2944325482;23.3837084673
424;2018-04-26 02:00:00;23.2109207709;23.2090032154;23.2944325482;23.3837084673;23.3572961373
425;2018-04-26 02:30:00;23.2090032154;23.2944325482;23.3837084673;23.3572961373;23.2109207709
426;2018-04-26 03:00:00;23.2944325482;23.3837084673;23.3572961373;23.2109207709;23.4748663102
427;2018-04-26 03:30:00;23.3837084673;23.3572961373;23.2109207709;23.4748663102;23.4668094218
428;2018-04-26 04:00:00;23.3572961373;23.2109207709;23.4748663102;23.4668094218;23.5747863248
429;2018-04-26 04:30:00;23.2109207709;23.4748663102;23.4668094218;23.5747863248;23.2175777063
430;2018-04-26 05:00:00;23.4748663102;23.4668094218;23.5747863248;23.2175777063;23.2518756699
431;2018-04-26 05:30:00;23.4668094218;23.5747863248;23.2175777063;23.2518756699;23.2310160428
432;2018-04-26 06:00:00;23.5747863248;23.2175777063;23.2518756699;23.2310160428;23.2248394004
433;2018-04-26 06:30:00;23.2175777063;23.2518756699;23.2310160428;23.2248394004;23.3875802998
434;2018-04-26 07:00:00;23.2518756699;23.2310160428;23.2248394004;23.3875802998;23.4100642398
435;2018-04-26 07:30:00;23.2310160428;23.2248394004;23.3875802998;23.4100642398;23.4394426581
436;2018-04-26 08:00:00;23.2248394004;23.3875802998;23.4100642398;23.4394426581;23.5
437;2018-04-26 08:30:00;23.3875802998;23.4100642398;23.4394426581;23.5;23.2823529412
438;2018-04-26 09:00:00;23.4100642398;23.4394426581;23.5;23.2823529412;23.4989293362
439;2018-04-26 09:30:00;23.4394426581;23.5;23.2823529412;23.4989293362;23.6438502674
440;2018-04-26 10:00:00;23.5;23.2823529412;23.4989293362;23.6438502674;23.4268943436
441;2018-04-26 10:30:00;23.2823529412;23.4989293362;23.6438502674;23.4268943436;23.3848614072
442;2018-04-26 11:00:00;23.4989293362;23.6438502674;23.4268943436;23.3848614072;23.4044823906
443;2018-04-26 11:30:00;23.6438502674;23.4268943436;23.3848614072;23.4044823906;23.4061833689
444;2018-04-26 12:00:00;23.4268943436;23.3848614072;23.4044823906;23.4061833689;23.3991462113
445;2018-04-26 12:30:00;23.3848614072;23.4044823906;23.4061833689;23.3991462113;23.2324093817
446;2018-04-26 13:00:00;23.4044823906;23.4061833689;23.3991462113;23.2324093817;23.0918803419
447;2018-04-26 13:30:00;23.4061833689;23.3991462113;23.2324093817;23.0918803419;23.1991480298
448;2018-04-26 14:00:00;23.3991462113;23.2324093817;23.0918803419;23.1991480298;23.0074786325
449;2018-04-26 14:30:00;23.2324093817;23.0918803419;23.1991480298;23.0074786325;23.0
450;2018-04-26 15:00:00;23.0918803419;23.1991480298;23.0074786325;23.0;23.0021344717
451;2018-04-26 15:30:00;23.1991480298;23.0074786325;23.0;23.0021344717;23.0117270789
452;2018-04-26 16:00:00;23.0074786325;23.0;23.0021344717;23.0117270789;23.0170575693
453;2018-04-26 16:30:00;23.0;23.0021344717;23.0117270789;23.0170575693;23.0469083156
454;2018-04-26 17:00:00;23.0021344717;23.0117270789;23.0170575693;23.0469083156;23.0256410256
455;2018-04-26 17:30:00;23.0117270789;23.0170575693;23.0469083156;23.0256410256;23.1353944563
456;2018-04-26 18:00:00;23.0170575693;23.0469083156;23.0256410256;23.1353944563;23.1013874066
457;2018-04-26 18:30:00;23.0469083156;23.0256410256;23.1353944563;23.1013874066;23.0831556503
458;2018-04-26 19:00:00;23.0256410256;23.1353944563;23.1013874066;23.0831556503;23.0458911419
459;2018-04-26 19:30:00;23.1353944563;23.1013874066;23.0831556503;23.0458911419;23.0809371672
460;2018-04-26 20:00:00;23.1013874066;23.0831556503;23.0458911419;23.0809371672;23.0235042735
461;2018-04-26 20:30:00;23.0831556503;23.0458911419;23.0809371672;23.0235042735;23.0383386581
462;2018-04-26 21:00:00;23.0458911419;23.0809371672;23.0235042735;23.0383386581;23.2398720682
463;2018-04-26 21:30:00;23.0809371672;23.0235042735;23.0383386581;23.2398720682;23.1812366738
464;2018-04-26 22:00:00;23.0235042735;23.0383386581;23.2398720682;23.1812366738;23.2764140875
465;2018-04-26 22:30:00;23.0383386581;23.2398720682;23.1812366738;23.2764140875;23.1714589989
466;2018-04-26 23:00:00;23.2398720682;23.1812366738;23.2764140875;23.1714589989;23.0726495726
467;2018-04-26 23:30:00;23.1812366738;23.2764140875;23.1714589989;23.0726495726;23.014893617
468;2018-04-27 00:00:00;23.2764140875;23.1714589989;23.0726495726;23.014893617;23.0449678801
469;2018-04-27 00:30:00;23.1714589989;23.0726495726;23.014893617;23.0449678801;23.0632368703
470;2018-04-27 01:00:00;23.0726495726;23.014893617;23.0449678801;23.0632368703;23.0600214362
471;2018-04-27 01:30:00;23.014893617;23.0449678801;23.0632368703;23.0600214362;23.0932475884
472;2018-04-27 02:00:00;23.0449678801;23.0632368703;23.0600214362;23.0932475884;23.1875669882
473;2018-04-27 02:30:00;23.0632368703;23.0600214362;23.0932475884;23.1875669882;23.1916488223
474;2018-04-27 03:00:00;23.0600214362;23.0932475884;23.1875669882;23.1916488223;23.2090032154
475;2018-04-27 03:30:00;23.0932475884;23.1875669882;23.1916488223;23.2090032154;23.23875803
476;2018-04-27 04:00:00;23.1875669882;23.1916488223;23.2090032154;23.23875803;23.0728831726
477;2018-04-27 04:30:00;23.1916488223;23.2090032154;23.23875803;23.0728831726;23.1518716578
478;2018-04-27 05:00:00;23.2090032154;23.23875803;23.0728831726;23.1518716578;23.5841371919
479;2018-04-27 05:30:00;23.23875803;23.0728831726;23.1518716578;23.5841371919;23.7229946524
480;2018-04-27 06:00:00;23.0728831726;23.1518716578;23.5841371919;23.7229946524;23.7176470588
481;2018-04-27 06:30:00;23.1518716578;23.5841371919;23.7229946524;23.7176470588;23.8663101604
482;2018-04-27 07:00:00;23.5841371919;23.7229946524;23.7176470588;23.8663101604;23.9474812433
483;2018-04-27 07:30:00;23.7229946524;23.7176470588;23.8663101604;23.9474812433;23.9359658485
484;2018-04-27 08:00:00;23.7176470588;23.8663101604;23.9474812433;23.9359658485;23.5792291221
485;2018-04-27 08:30:00;23.8663101604;23.9474812433;23.9359658485;23.5792291221;23.186895811
486;2018-04-27 09:00:00;23.9474812433;23.9359658485;23.5792291221;23.186895811;23.4295081967
487;2018-04-27 09:30:00;23.9359658485;23.5792291221;23.186895811;23.4295081967;23.2564377682
488;2018-04-27 10:00:00;23.5792291221;23.186895811;23.4295081967;23.2564377682;23.3557692308
489;2018-04-27 10:30:00;23.186895811;23.4295081967;23.2564377682;23.3557692308;23.4040511727
490;2018-04-27 11:00:00;23.4295081967;23.2564377682;23.3557692308;23.4040511727;23.3675213675
491;2018-04-27 11:30:00;23.2564377682;23.3557692308;23.4040511727;23.3675213675;23.3052294557
492;2018-04-27 12:00:00;23.3557692308;23.4040511727;23.3675213675;23.3052294557;23.1130063966
493;2018-04-27 12:30:00;23.4040511727;23.3675213675;23.3052294557;23.1130063966;23.2046908316
494;2018-04-27 13:00:00;23.3675213675;23.3052294557;23.1130063966;23.2046908316;23.4310160428
495;2018-04-27 13:30:00;23.3052294557;23.1130063966;23.2046908316;23.4310160428;23.3063829787
496;2018-04-27 14:00:00;23.1130063966;23.2046908316;23.4310160428;23.3063829787;23.3012820513
497;2018-04-27 14:30:00;23.2046908316;23.4310160428;23.3063829787;23.3012820513;23.3134328358
498;2018-04-27 15:00:00;23.4310160428;23.3063829787;23.3012820513;23.3134328358;23.3215811966
499;2018-04-27 15:30:00;23.3063829787;23.3012820513;23.3134328358;23.3215811966;23.1108742004
500;2018-04-27 16:00:00;23.3012820513;23.3134328358;23.3215811966;23.1108742004;23.0
501;2018-04-27 16:30:00;23.3134328358;23.3215811966;23.1108742004;23.0;23.0021321962
502;2018-04-27 17:00:00;23.3215811966;23.1108742004;23.0;23.0021321962;23.0919786096
503;2018-04-27 17:30:00;23.1108742004;23.0;23.0021321962;23.0919786096;23.0469083156
504;2018-04-27 18:00:00;23.0;23.0021321962;23.0919786096;23.0469083156;23.0770053476
505;2018-04-27 18:30:00;23.0021321962;23.0919786096;23.0469083156;23.0770053476;23.0330138445
506;2018-04-27 19:00:00;23.0919786096;23.0469083156;23.0770053476;23.0330138445;23.1709401709
507;2018-04-27 19:30:00;23.0469083156;23.0770053476;23.0330138445;23.1709401709;23.2228144989
508;2018-04-27 20:00:00;23.0770053476;23.0330138445;23.1709401709;23.2228144989;23.2102454642
509;2018-04-27 20:30:00;23.0330138445;23.1709401709;23.2228144989;23.2102454642;23.1119402985
510;2018-04-27 21:00:00;23.1709401709;23.2228144989;23.2102454642;23.1119402985;23.1728922092
511;2018-04-27 21:30:00;23.2228144989;23.2102454642;23.1119402985;23.1728922092;23.2449414271
512;2018-04-27 22:00:00;23.2102454642;23.1119402985;23.1728922092;23.2449414271;23.0875133404
513;2018-04-27 22:30:00;23.1119402985;23.1728922092;23.2449414271;23.0875133404;23.2907348243
514;2018-04-27 23:00:00;23.1728922092;23.2449414271;23.0875133404;23.2907348243;23.3692636073
515;2018-04-27 23:30:00;23.2449414271;23.0875133404;23.2907348243;23.3692636073;23.2963752665
516;2018-04-28 00:00:00;23.0875133404;23.2907348243;23.3692636073;23.2963752665;23.3076098607
517;2018-04-28 00:30:00;23.2907348243;23.3692636073;23.2963752665;23.3076098607;23.3080213904
518;2018-04-28 01:00:00;23.3692636073;23.2963752665;23.3076098607;23.3080213904;23.3944265809
519;2018-04-28 01:30:00;23.2963752665;23.3076098607;23.3080213904;23.3944265809;23.4983957219
520;2018-04-28 02:00:00;23.3076098607;23.3080213904;23.3944265809;23.4983957219;23.2518756699
521;2018-04-28 02:30:00;23.3080213904;23.3944265809;23.4983957219;23.2518756699;23.3982869379
522;2018-04-28 03:00:00;23.3944265809;23.4983957219;23.2518756699;23.3982869379;23.4255091104
523;2018-04-28 03:30:00;23.4983957219;23.2518756699;23.3982869379;23.4255091104;23.4668094218
524;2018-04-28 04:00:00;23.2518756699;23.3982869379;23.4255091104;23.4668094218;23.0857449089
525;2018-04-28 04:30:00;23.3982869379;23.4255091104;23.4668094218;23.0857449089;23.2598930481
526;2018-04-28 05:00:00;23.4255091104;23.4668094218;23.0857449089;23.2598930481;23.321888412
527;2018-04-28 05:30:00;23.4668094218;23.0857449089;23.2598930481;23.321888412;23.1972132905
528;2018-04-28 06:00:00;23.0857449089;23.2598930481;23.321888412;23.1972132905;23.2601713062
529;2018-04-28 06:30:00;23.2598930481;23.321888412;23.1972132905;23.2601713062;23.3879957128
530;2018-04-28 07:00:00;23.321888412;23.1972132905;23.2601713062;23.3879957128;23.6066452304
531;2018-04-28 07:30:00;23.1972132905;23.2601713062;23.3879957128;23.6066452304;23.5117521368
532;2018-04-28 08:00:00;23.2601713062;23.3879957128;23.6066452304;23.5117521368;23.3311897106
533;2018-04-28 08:30:00;23.3879957128;23.6066452304;23.5117521368;23.3311897106;23.4593147752
534;2018-04-28 09:00:00;23.6066452304;23.5117521368;23.3311897106;23.4593147752;23.540192926
535;2018-04-28 09:30:00;23.5117521368;23.3311897106;23.4593147752;23.540192926;23.5416666667
536;2018-04-28 10:00:00;23.3311897106;23.4593147752;23.540192926;23.5416666667;23.5176093917
537;2018-04-28 10:30:00;23.4593147752;23.540192926;23.5416666667;23.5176093917;23.7491995731
538;2018-04-28 11:00:00;23.540192926;23.5416666667;23.5176093917;23.7491995731;23.393810032
539;2018-04-28 11:30:00;23.5416666667;23.5176093917;23.7491995731;23.393810032;23.4557097118
540;2018-04-28 12:00:00;23.5176093917;23.7491995731;23.393810032;23.4557097118;23.436965812
541;2018-04-28 12:30:00;23.7491995731;23.393810032;23.4557097118;23.436965812;23.4717784878
542;2018-04-28 13:00:00;23.393810032;23.4557097118;23.436965812;23.4717784878;23.4727854856
543;2018-04-28 13:30:00;23.4557097118;23.436965812;23.4717784878;23.4727854856;23.5974440895
544;2018-04-28 14:00:00;23.436965812;23.4717784878;23.4727854856;23.5974440895;23.7532051282
545;2018-04-28 14:30:00;23.4717784878;23.4727854856;23.5974440895;23.7532051282;23.5831556503
546;2018-04-28 15:00:00;23.4727854856;23.5974440895;23.7532051282;23.5831556503;23.4166666667
547;2018-04-28 15:30:00;23.5974440895;23.7532051282;23.5831556503;23.4166666667;23.4930629669
548;2018-04-28 16:00:00;23.7532051282;23.5831556503;23.4166666667;23.4930629669;23.4381663113
549;2018-04-28 16:30:00;23.5831556503;23.4166666667;23.4930629669;23.4381663113;23.4104477612
550;2018-04-28 17:00:00;23.4166666667;23.4930629669;23.4381663113;23.4104477612;23.7803837953
551;2018-04-28 17:30:00;23.4930629669;23.4381663113;23.4104477612;23.7803837953;23.7590618337
552;2018-04-28 18:00:00;23.4381663113;23.4104477612;23.7803837953;23.7590618337;23.6371398079
553;2018-04-28 18:30:00;23.4104477612;23.7803837953;23.7590618337;23.6371398079;23.8019169329
554;2018-04-28 19:00:00;23.7803837953;23.7590618337;23.6371398079;23.8019169329;23.5021367521
555;2018-04-28 19:30:00;23.7590618337;23.6371398079;23.8019169329;23.5021367521;23.6748400853
556;2018-04-28 20:00:00;23.6371398079;23.8019169329;23.5021367521;23.6748400853;23.5715811966
557;2018-04-28 20:30:00;23.8019169329;23.5021367521;23.6748400853;23.5715811966;23.5447761194
558;2018-04-28 21:00:00;23.5021367521;23.6748400853;23.5715811966;23.5447761194;23.6104589114
559;2018-04-28 21:30:00;23.6748400853;23.5715811966;23.5447761194;23.6104589114;23.5005324814
560;2018-04-28 22:00:00;23.5715811966;23.5447761194;23.6104589114;23.5005324814;23.2774813234
561;2018-04-28 22:30:00;23.5447761194;23.6104589114;23.5005324814;23.2774813234;23.2822151225
562;2018-04-28 23:00:00;23.6104589114;23.5005324814;23.2774813234;23.2822151225;23.6812366738
563;2018-04-28 23:30:00;23.5005324814;23.2774813234;23.2822151225;23.6812366738;23.4632587859
564;2018-04-29 00:00:00;23.2774813234;23.2822151225;23.6812366738;23.4632587859;23.6577540107
565;2018-04-29 00:30:00;23.2822151225;23.6812366738;23.4632587859;23.6577540107;23.795503212
566;2018-04-29 01:00:00;23.6812366738;23.4632587859;23.6577540107;23.795503212;23.7792068596
567;2018-04-29 01:30:00;23.4632587859;23.6577540107;23.795503212;23.7792068596;23.5449678801
568;2018-04-29 02:00:00;23.6577540107;23.795503212;23.7792068596;23.5449678801;23.2840300107
569;2018-04-29 02:30:00;23.795503212;23.7792068596;23.5449678801;23.2840300107;23.256684492
570;2018-04-29 03:00:00;23.7792068596;23.5449678801;23.2840300107;23.256684492;23.3233404711
571;2018-04-29 03:30:00;23.5449678801;23.2840300107;23.256684492;23.3233404711;23.4925053533
572;2018-04-29 04:00:00;23.2840300107;23.256684492;23.3233404711;23.4925053533;23.4122055675
573;2018-04-29 04:30:00;23.256684492;23.3233404711;23.4925053533;23.4122055675;23.2762312634
574;2018-04-29 05:00:00;23.3233404711;23.4925053533;23.4122055675;23.2762312634;23.3083511777
575;2018-04-29 05:30:00;23.4925053533;23.4122055675;23.2762312634;23.3083511777;23.1531049251
576;2018-04-29 06:00:00;23.4122055675;23.2762312634;23.3083511777;23.1531049251;23.4053475936
577;2018-04-29 06:30:00;23.2762312634;23.3083511777;23.1531049251;23.4053475936;23.4497863248
578;2018-04-29 07:00:00;23.3083511777;23.1531049251;23.4053475936;23.4497863248;23.424437299
579;2018-04-29 07:30:00;23.1531049251;23.4053475936;23.4497863248;23.424437299;23.328342246
580;2018-04-29 08:00:00;23.4053475936;23.4497863248;23.424437299;23.328342246;23.3229613734
581;2018-04-29 08:30:00;23.4497863248;23.424437299;23.328342246;23.3229613734;23.3201284797
582;2018-04-29 09:00:00;23.424437299;23.328342246;23.3229613734;23.3201284797;23.4550321199
583;2018-04-29 09:30:00;23.328342246;23.3229613734;23.3201284797;23.4550321199;23.4010695187
584;2018-04-29 10:00:00;23.3229613734;23.3201284797;23.4550321199;23.4010695187;23.3848614072
585;2018-04-29 10:30:00;23.3201284797;23.4550321199;23.4010695187;23.3848614072;23.3208955224
586;2018-04-29 11:00:00;23.4550321199;23.4010695187;23.3848614072;23.3208955224;23.1696905016
587;2018-04-29 11:30:00;23.4010695187;23.3848614072;23.3208955224;23.1696905016;23.0702875399
588;2018-04-29 12:00:00;23.3848614072;23.3208955224;23.1696905016;23.0702875399;23.2966915688
589;2018-04-29 12:30:00;23.3208955224;23.1696905016;23.0702875399;23.2966915688;23.4276595745
590;2018-04-29 13:00:00;23.1696905016;23.0702875399;23.2966915688;23.4276595745;23.393810032
591;2018-04-29 13:30:00;23.0702875399;23.2966915688;23.4276595745;23.393810032;23.3351120598
592;2018-04-29 14:00:00;23.2966915688;23.4276595745;23.393810032;23.3351120598;23.4172892209
593;2018-04-29 14:30:00;23.4276595745;23.393810032;23.3351120598;23.4172892209;23.3855165069
594;2018-04-29 15:00:00;23.393810032;23.3351120598;23.4172892209;23.3855165069;23.5042643923
595;2018-04-29 15:30:00;23.3351120598;23.4172892209;23.3855165069;23.5042643923;23.6
596;2018-04-29 16:00:00;23.4172892209;23.3855165069;23.5042643923;23.6;23.5624332978
597;2018-04-29 16:30:00;23.3855165069;23.5042643923;23.6;23.5624332978;23.6734258271
598;2018-04-29 17:00:00;23.5042643923;23.6;23.5624332978;23.6734258271;23.5645677695
599;2018-04-29 17:30:00;23.6;23.5624332978;23.6734258271;23.5645677695;23.6503198294
600;2018-04-29 18:00:00;23.5624332978;23.6734258271;23.5645677695;23.6503198294;23.5933831377
601;2018-04-29 18:30:00;23.6734258271;23.5645677695;23.6503198294;23.5933831377;23.5053304904
602;2018-04-29 19:00:00;23.5645677695;23.6503198294;23.5933831377;23.5053304904;23.6798292423
603;2018-04-29 19:30:00;23.6503198294;23.5933831377;23.5053304904;23.6798292423;23.3961661342
604;2018-04-29 20:00:00;23.5933831377;23.5053304904;23.6798292423;23.3961661342;23.3432835821
605;2018-04-29 20:30:00;23.5053304904;23.6798292423;23.3961661342;23.3432835821;23.3763326226
606;2018-04-29 21:00:00;23.6798292423;23.3961661342;23.3432835821;23.3763326226;23.5464247599
607;2018-04-29 21:30:00;23.3961661342;23.3432835821;23.3763326226;23.5464247599;23.4983991462
608;2018-04-29 22:00:00;23.3432835821;23.3763326226;23.5464247599;23.4983991462;23.4482390608
609;2018-04-29 22:30:00;23.3763326226;23.5464247599;23.4983991462;23.4482390608;23.6883671291
610;2018-04-29 23:00:00;23.5464247599;23.4983991462;23.4482390608;23.6883671291;23.5671641791
611;2018-04-29 23:30:00;23.4983991462;23.4482390608;23.6883671291;23.5671641791;23.5874200426
612;2018-04-30 00:00:00;23.4482390608;23.6883671291;23.5671641791;23.5874200426;23.5841371919
613;2018-04-30 00:30:00;23.6883671291;23.5671641791;23.5874200426;23.5841371919;23.5882352941
614;2018-04-30 01:00:00;23.5671641791;23.5874200426;23.5841371919;23.5882352941;23.5728051392
615;2018-04-30 01:30:00;23.5874200426;23.5841371919;23.5882352941;23.5728051392;23.5711229947
616;2018-04-30 02:00:00;23.5841371919;23.5882352941;23.5728051392;23.5711229947;23.3536977492
617;2018-04-30 02:30:00;23.5882352941;23.5728051392;23.5711229947;23.3536977492;23.3040685225
618;2018-04-30 03:00:00;23.5728051392;23.5711229947;23.3536977492;23.3040685225;23.3929336188
619;2018-04-30 03:30:00;23.5711229947;23.3536977492;23.3040685225;23.3929336188;23.3262032086
620;2018-04-30 04:00:00;23.3536977492;23.3040685225;23.3929336188;23.3262032086;23.7037433155
621;2018-04-30 04:30:00;23.3040685225;23.3929336188;23.3262032086;23.7037433155;23.9006410256
622;2018-04-30 05:00:00;23.3929336188;23.3262032086;23.7037433155;23.9006410256;23.817987152
623;2018-04-30 05:30:00;23.3262032086;23.7037433155;23.9006410256;23.817987152;23.7933618844
624;2018-04-30 06:00:00;23.7037433155;23.9006410256;23.817987152;23.7933618844;23.7027896996
625;2018-04-30 06:30:00;23.9006410256;23.817987152;23.7933618844;23.7027896996;23.7155080214
